strength_mean_core,radius_m,core_count,border_count,encounters,core_fraction,radius_p80_m,strength_p95_core,strength_mean_all,strength_p95_all,eps_km,min_samples,method,center_estimator,strength_min,wp_id,lat,lon
3.5,880.3,1,4,5,0.2,839.3,3.5,3.7,4.8,1.0,5,dbscan,median,2.0,269,-31.096980742945323,117.79053333333334
3.5,758.8,1,2,2,0.3,723.0,3.5,3.1,3.5,1.0,5,dbscan,median,2.0,270,-31.641594648368606,117.89961924052028
3.5,788.5,1,2,3,0.3,721.0,3.5,3.3,3.9,1.0,5,dbscan,median,2.0,271,-31.62519869745683,117.36508211976373
3.0,2132.3,4,6,10,0.4,1507.4,3.5,2.9,3.7,1.0,5,dbscan,median,2.0,272,-32.322916259146766,116.93640419761392
3.1,1154.0,4,4,8,0.5,1100.3,3.5,2.9,3.5,1.0,5,dbscan,median,2.0,273,-32.60002552172526,117.07033206968262
3.1,1220.7,2,4,6,0.3,1043.6,3.5,3.7,4.4,1.0,5,dbscan,median,2.0,274,-32.1324200696876,117.10585884583868
2.9,1437.8,4,2,6,0.7,660.7,3.5,3.2,4.8,1.0,5,dbscan,median,2.0,275,-31.965258250816472,117.25420003271238
2.9,1650.4,4,5,9,0.4,1091.4,3.5,3.1,4.1,1.0,5,dbscan,median,2.0,276,-31.398308516394437,117.18256435410933
3.1,1818.4,4,4,8,0.5,1225.0,3.4,3.2,3.6,1.0,5,dbscan,median,2.0,277,-31.897180154292904,117.01944043025043
3.4,981.3,1,4,4,0.2,833.3,3.4,4.2,5.8,1.0,5,dbscan,median,2.0,278,-31.235045338164248,117.16723588308028
3.2,970.9,4,2,6,0.7,735.7,3.4,3.2,3.4,1.0,5,dbscan,median,2.0,279,-32.7109805584602,117.36403068411046
3.4,999.6,1,5,6,0.2,965.6,3.4,3.6,4.8,1.0,5,dbscan,median,2.0,280,-31.902559576719575,116.88535599867726
2.7,774.7,3,2,5,0.6,738.1,3.4,2.9,4.0,1.0,5,dbscan,median,2.0,281,-31.519173833631633,117.202099961069
3.4,974.9,1,4,5,0.2,696.6,3.4,3.0,3.3,1.0,5,dbscan,median,2.0,282,-32.77642949182852,117.13905991122772
3.4,989.6,1,4,4,0.2,947.5,3.4,3.1,3.5,1.0,5,dbscan,median,2.0,283,-32.317497238005046,117.68801340225168
3.2,1348.6,2,6,7,0.2,1061.5,3.4,3.1,3.8,1.0,5,dbscan,median,2.0,284,-31.916124431025025,117.25853671708059
2.9,1589.2,3,4,7,0.4,909.4,3.3,3.2,4.8,1.0,5,dbscan,median,2.0,285,-31.006300988977067,116.7855125316665
3.2,782.1,2,3,5,0.4,694.3,3.3,3.1,3.4,1.0,5,dbscan,median,2.0,286,-31.206048974005743,117.3509944738573
3.0,1450.0,3,3,6,0.5,885.9,3.3,2.8,3.4,1.0,5,dbscan,median,2.0,287,-31.810123762272458,116.8755864875714
3.1,753.9,3,2,5,0.6,712.6,3.3,3.1,3.6,1.0,5,dbscan,median,2.0,288,-31.621176940722172,117.79101620806188
2.8,1383.6,2,5,7,0.3,1250.2,3.3,2.9,3.5,1.0,5,dbscan,median,2.0,289,-32.56961161328063,116.93777530779087
3.1,1437.8,3,5,8,0.4,1137.6,3.3,3.1,3.8,1.0,5,dbscan,median,2.0,290,-31.877074364153614,117.0917830158431
2.8,1861.9,5,4,9,0.6,1553.2,3.3,3.1,4.1,1.0,5,dbscan,median,2.0,291,-32.022509897148566,117.13546309708605
3.3,864.1,1,4,5,0.2,830.7,3.3,3.4,4.3,1.0,5,dbscan,median,2.0,292,-31.876553188657404,117.1966349826389
3.2,1462.6,3,4,7,0.4,1235.2,3.3,3.3,3.8,1.0,5,dbscan,median,2.0,293,-32.64861982142857,117.04907530974428
2.8,1291.8,5,2,7,0.7,1003.6,3.3,3.1,4.0,1.0,5,dbscan,median,2.0,294,-31.69967756244617,117.11549162147269
3.2,975.5,1,4,5,0.2,973.5,3.2,2.9,3.2,1.0,5,dbscan,median,2.0,295,-31.965652010671775,117.38145382396496
2.8,1787.8,3,5,8,0.4,1391.4,3.2,2.7,3.3,1.0,5,dbscan,median,2.0,296,-31.573622624435295,117.78703542806292
2.6,1229.5,4,2,6,0.7,558.0,3.2,2.9,4.2,1.0,5,dbscan,median,2.0,297,-31.869136906163725,117.44971399405928
2.9,1431.3,4,3,7,0.6,1064.8,3.2,3.0,3.4,1.0,5,dbscan,median,2.0,298,-32.90607424814131,117.30101088491777
3.2,992.0,1,4,5,0.2,730.2,3.2,3.1,3.6,1.0,5,dbscan,median,2.0,299,-31.51355273809524,116.85491849206348
2.8,1718.2,3,7,10,0.3,1508.8,3.2,3.0,3.7,1.0,5,dbscan,median,2.0,300,-31.646514168360433,117.8330532844964
2.9,1061.4,3,2,5,0.6,747.9,3.2,2.8,3.2,1.0,5,dbscan,median,2.0,301,-31.80808813988095,117.40043817675895
2.7,1364.8,3,3,6,0.5,953.1,3.2,3.5,5.8,1.0,5,dbscan,median,2.0,302,-31.73482427112154,117.78921800848433
3.2,816.8,1,4,5,0.2,779.5,3.2,3.1,3.8,1.0,5,dbscan,median,2.0,303,-32.530116560309466,117.02334939205102
2.7,1165.2,4,3,6,0.6,874.1,3.2,3.2,4.3,1.0,5,dbscan,median,2.0,304,-31.557419394003922,117.50674484312484
3.2,986.8,1,2,3,0.3,687.3,3.2,3.0,3.2,1.0,5,dbscan,median,2.0,305,-32.03479714831218,117.04484581775552
3.2,943.5,1,4,5,0.2,778.2,3.2,3.1,3.4,1.0,5,dbscan,median,2.0,306,-31.57191570843206,117.83506638078347
3.2,974.1,1,4,5,0.2,868.2,3.2,3.2,3.7,1.0,5,dbscan,median,2.0,307,-32.571674975198405,117.4566742311508
3.2,924.3,1,4,5,0.2,887.7,3.2,3.7,6.2,1.0,5,dbscan,median,2.0,308,-32.57068813492063,117.04391455357144
2.6,1143.7,8,2,10,0.8,1096.1,3.2,2.9,4.2,1.0,5,dbscan,median,2.0,309,-31.832023553070535,117.09729010511745
3.1,1116.5,4,4,8,0.5,1027.8,3.2,2.9,3.5,1.0,5,dbscan,median,2.0,310,-32.28830008379863,117.63014424048785
3.2,999.9,1,5,6,0.2,956.7,3.2,3.4,4.4,1.0,5,dbscan,median,2.0,311,-32.40078673651722,117.2063848765432
2.8,1783.8,7,2,7,0.8,1245.5,3.1,2.9,3.5,1.0,5,dbscan,median,2.0,312,-31.546327015692643,117.18366549452864
2.6,865.1,3,2,5,0.6,779.5,3.1,2.6,3.1,1.0,5,dbscan,median,2.0,313,-31.71175520089286,117.17679809151784
2.6,985.2,2,4,6,0.3,721.1,3.1,3.5,4.2,1.0,5,dbscan,median,2.0,314,-31.84723731157115,117.01178393060255
3.1,940.6,1,5,6,0.2,934.8,3.1,2.9,3.6,1.0,5,dbscan,median,2.0,315,-31.730556223131615,117.65573170262896
3.1,849.2,1,4,4,0.2,829.2,3.1,2.6,3.6,1.0,5,dbscan,median,2.0,316,-31.878001927083336,117.34381098958332
2.8,1803.9,5,4,9,0.6,1226.2,3.1,2.8,3.2,1.0,5,dbscan,median,2.0,317,-32.25434102204984,117.1925972148177
3.0,1328.5,2,5,7,0.3,1182.9,3.1,2.8,3.1,1.0,5,dbscan,median,2.0,318,-31.471614486683073,117.29413103823816
3.1,912.0,1,4,5,0.2,869.9,3.1,3.4,4.3,1.0,5,dbscan,median,2.0,319,-31.30136969348659,117.2954861494253
2.9,915.0,2,3,5,0.4,903.1,3.1,3.2,4.1,1.0,5,dbscan,median,2.0,320,-31.16345170342499,117.01006256977871
3.1,865.0,1,4,5,0.2,799.6,3.1,3.1,4.1,1.0,5,dbscan,median,2.0,321,-31.54137157738095,117.16011164434524
2.9,841.7,2,3,5,0.4,825.1,3.1,3.4,5.1,1.0,5,dbscan,median,2.0,322,-32.38332072823067,117.3989876054685
3.1,914.4,1,4,5,0.2,789.1,3.1,2.9,3.5,1.0,5,dbscan,median,2.0,323,-32.72243929816639,117.33449142440551
3.1,965.3,1,4,5,0.2,897.0,3.1,3.4,4.1,1.0,5,dbscan,median,2.0,324,-32.87232044609789,117.25986260722551
2.9,865.3,2,3,5,0.4,784.1,3.1,2.9,3.3,1.0,5,dbscan,median,2.0,325,-31.539772937192115,116.85966595654307
2.8,993.8,4,2,6,0.7,715.7,3.1,2.8,3.1,1.0,5,dbscan,median,2.0,326,-32.636381803793725,117.05767290361031
3.1,837.5,1,3,4,0.2,680.6,3.1,3.7,4.5,1.0,5,dbscan,median,2.0,327,-31.883023095389863,116.99019109389847
3.1,990.7,1,4,5,0.2,675.1,3.1,4.0,5.0,1.0,5,dbscan,median,2.0,328,-31.32521391470798,117.44643032876844
2.6,1156.4,6,1,6,0.9,826.0,3.0,2.5,3.0,1.0,5,dbscan,median,2.0,329,-32.15189008678243,116.86430403255943
3.0,996.4,1,4,5,0.2,914.8,3.0,2.7,3.1,1.0,5,dbscan,median,2.0,330,-32.490282470238085,116.9603755952381
3.0,982.3,1,4,5,0.2,959.4,3.0,3.3,3.9,1.0,5,dbscan,median,2.0,331,-31.73233722643097,117.10155490319866
3.0,940.8,1,4,5,0.2,919.2,3.0,3.2,3.7,1.0,5,dbscan,median,2.0,332,-31.86312003956131,117.41069281574062
3.0,974.0,1,5,6,0.2,922.1,3.0,3.9,5.2,1.0,5,dbscan,median,2.0,333,-31.50430134259259,117.05377689043212
3.0,845.0,1,4,5,0.2,826.9,3.0,4.5,8.3,1.0,5,dbscan,median,2.0,334,-31.929449233906524,117.35212835831862
2.8,1003.6,2,4,6,0.3,849.3,3.0,3.1,3.3,1.0,5,dbscan,median,2.0,335,-32.199188565723176,117.29938690545973
2.6,1507.8,8,1,9,0.9,863.1,3.0,2.6,3.0,1.0,5,dbscan,median,2.0,336,-31.61704780867624,117.62032540490182
3.0,947.0,1,4,5,0.2,847.3,3.0,3.3,4.6,1.0,5,dbscan,median,2.0,337,-31.82920182107138,117.25073555888306
3.0,996.9,1,4,5,0.2,988.7,3.0,3.9,6.0,1.0,5,dbscan,median,2.0,338,-31.348209855789015,117.50763699353038
2.8,1141.4,2,6,8,0.2,1083.7,3.0,2.7,3.0,1.0,5,dbscan,median,2.0,339,-31.99092135032567,117.24027548648601
2.9,976.3,1,4,5,0.2,858.2,2.9,3.4,3.8,1.0,5,dbscan,median,2.0,340,-31.633989118053584,117.36959440908724
2.5,1603.5,3,4,7,0.4,1006.0,2.9,3.4,5.5,1.0,5,dbscan,median,2.0,341,-31.948412835884355,117.3989574910242
2.5,1241.4,3,3,6,0.5,1012.2,2.9,2.7,3.5,1.0,5,dbscan,median,2.0,342,-31.689020216836735,116.90620687575586
2.9,969.8,1,5,6,0.2,956.7,2.9,3.4,4.6,1.0,5,dbscan,median,2.0,343,-31.647814669929673,117.46251912511632
2.9,969.1,1,4,5,0.2,902.9,2.9,3.8,4.6,1.0,5,dbscan,median,2.0,344,-31.370629080960235,117.27237696250558
2.5,1216.2,2,5,6,0.3,1105.0,2.9,2.7,3.1,1.0,5,dbscan,median,2.0,345,-32.53667413698431,117.07964501765738
2.7,1154.4,5,1,6,0.8,650.9,2.9,2.9,3.3,1.0,5,dbscan,median,2.0,346,-31.94505931818182,117.27000045342484
2.5,861.3,3,3,6,0.5,820.9,2.9,3.2,5.2,1.0,5,dbscan,median,2.0,347,-31.379643627173085,117.20307455528187
2.5,1637.5,8,2,10,0.8,1209.2,2.8,2.5,3.2,1.0,5,dbscan,median,2.0,348,-32.183876857132574,117.00882638432017
2.8,893.2,2,3,4,0.4,842.7,2.8,2.8,3.3,1.0,5,dbscan,median,2.0,349,-31.75714146453373,117.35464212136243
2.7,1036.8,2,4,6,0.3,976.7,2.8,3.1,4.3,1.0,5,dbscan,median,2.0,350,-31.853718640648307,117.32320980143626
2.8,925.5,1,4,4,0.2,753.8,2.8,3.0,3.3,1.0,5,dbscan,median,2.0,351,-32.726969811396664,117.99087961853618
2.8,970.3,1,4,5,0.2,890.3,2.8,4.2,5.0,1.0,5,dbscan,median,2.0,352,-30.99061133679778,116.76410747039358
2.6,881.5,2,3,5,0.4,729.6,2.8,3.1,3.8,1.0,5,dbscan,median,2.0,353,-31.67776666841703,117.07550855935759
2.8,998.9,1,4,5,0.2,972.8,2.8,3.0,3.9,1.0,5,dbscan,median,2.0,354,-31.53832840042838,117.02438015221468
2.5,753.5,2,4,5,0.3,685.0,2.8,3.2,4.0,1.0,5,dbscan,median,2.0,355,-31.314548217179237,117.68041531897597
2.8,930.1,1,4,5,0.2,911.3,2.8,2.9,3.4,1.0,5,dbscan,median,2.0,356,-31.757618986992945,117.15511144455468
2.7,609.1,2,3,5,0.4,526.5,2.8,3.0,4.8,1.0,5,dbscan,median,2.0,357,-31.60805389685083,117.69060505516981
2.8,967.7,1,4,5,0.2,879.2,2.8,3.1,3.7,1.0,5,dbscan,median,2.0,358,-31.18080587587588,118.0898510691942
2.6,882.8,2,3,4,0.4,767.6,2.8,2.6,2.8,1.0,5,dbscan,median,2.0,359,-31.988818335106178,117.26345440593326
2.7,1025.5,6,4,10,0.6,966.2,2.8,3.3,4.8,1.0,5,dbscan,median,2.0,360,-32.161820124398226,117.61354667104945
2.8,841.0,1,4,5,0.2,781.8,2.8,2.5,2.8,1.0,5,dbscan,median,2.0,361,-32.613356442901235,117.0928528742284
2.5,1302.7,4,3,7,0.6,1060.8,2.7,2.7,3.0,1.0,5,dbscan,median,2.0,362,-32.00146392255892,117.42119808844168
2.7,968.3,1,4,4,0.2,923.6,2.7,2.8,3.0,1.0,5,dbscan,median,2.0,363,-32.472753149694896,117.50975148430469
2.4,1818.0,4,4,8,0.5,1133.1,2.7,2.7,3.6,1.0,5,dbscan,median,2.0,364,-31.93920272288066,117.18772136542825
2.7,926.0,1,4,4,0.2,774.7,2.7,2.9,3.2,1.0,5,dbscan,median,2.0,365,-31.984941765873018,117.4718919973545
2.6,927.1,1,4,5,0.2,926.1,2.6,3.3,3.8,1.0,5,dbscan,median,2.0,366,-31.995221758389025,117.3382284382832
2.6,909.2,1,4,4,0.2,901.7,2.6,3.3,3.7,1.0,5,dbscan,median,2.0,367,-31.839692954545455,117.29319143939392
2.5,984.1,2,4,6,0.3,941.7,2.6,2.8,3.9,1.0,5,dbscan,median,2.0,368,-31.809953997130524,117.29352391553398
2.5,875.1,2,3,4,0.4,808.1,2.6,3.0,4.3,1.0,5,dbscan,median,2.0,369,-32.002881603218206,117.79729019410647
2.6,807.9,1,4,5,0.2,699.3,2.6,2.9,3.9,1.0,5,dbscan,median,2.0,370,-32.88981041666667,116.86324791666668
2.6,882.5,2,3,5,0.4,874.4,2.6,2.7,3.1,1.0,5,dbscan,median,2.0,371,-32.98414421088157,116.91543892616039
2.4,1344.8,2,5,7,0.3,1123.8,2.6,4.0,7.4,1.0,5,dbscan,median,2.0,372,-32.94195345330306,117.00340753093839
2.6,859.8,1,3,4,0.2,832.7,2.6,3.0,3.7,1.0,5,dbscan,median,2.0,373,-32.05005319163861,117.3809462191358
2.6,623.6,1,2,3,0.3,533.8,2.6,2.6,2.9,1.0,5,dbscan,median,2.0,374,-32.491811037347155,116.9496612359062
2.6,762.2,1,4,4,0.2,585.8,2.6,3.1,3.9,1.0,5,dbscan,median,2.0,375,-31.62481135149573,117.39002942485754
2.6,982.9,1,3,4,0.2,898.9,2.6,2.8,3.0,1.0,5,dbscan,median,2.0,376,-32.928890305717296,117.02006973493133
2.5,976.0,1,4,5,0.2,901.9,2.5,3.4,4.7,1.0,5,dbscan,median,2.0,377,-31.534986977238265,117.77328673471848
2.4,1515.0,3,3,6,0.5,829.5,2.5,2.9,4.1,1.0,5,dbscan,median,2.0,378,-32.409082894044616,117.06075939078283
2.3,723.8,2,3,5,0.4,671.0,2.5,2.3,2.6,1.0,5,dbscan,median,2.0,379,-31.859253634019723,118.12346809929609
2.5,778.5,1,4,4,0.2,740.3,2.5,3.7,4.4,1.0,5,dbscan,median,2.0,380,-31.236046875,116.8450644593254
2.4,791.7,2,4,6,0.3,672.3,2.5,3.1,3.9,1.0,5,dbscan,median,2.0,381,-31.864579247035614,117.24281733286483
2.5,971.1,1,4,5,0.2,951.8,2.5,3.4,4.3,1.0,5,dbscan,median,2.0,382,-31.392596940337516,117.02216175515235
2.4,907.2,1,4,5,0.2,897.8,2.4,3.1,3.6,1.0,5,dbscan,median,2.0,383,-31.882930656737415,117.47432491844452
2.4,948.9,1,4,5,0.2,628.1,2.4,4.1,7.0,1.0,5,dbscan,median,2.0,384,-31.65768141025641,117.80449350605414
2.4,981.0,1,4,5,0.2,922.6,2.4,3.3,4.0,1.0,5,dbscan,median,2.0,385,-32.793882351190476,117.19436671626984
2.4,748.2,1,4,4,0.2,743.2,2.4,2.9,3.3,1.0,5,dbscan,median,2.0,386,-32.1726060737782,117.28448683068348
2.3,941.6,1,4,5,0.2,905.5,2.3,2.7,4.3,1.0,5,dbscan,median,2.0,387,-31.70381279761905,117.2644394262566
2.3,984.0,1,4,5,0.2,822.8,2.3,2.9,3.5,1.0,5,dbscan,median,2.0,388,-32.438637962962964,117.14445324074076
2.3,964.6,1,4,5,0.2,765.0,2.3,4.3,8.2,1.0,5,dbscan,median,2.0,389,-31.625191249999997,117.0934410462963
2.3,864.2,1,4,5,0.2,856.1,2.3,3.5,5.4,1.0,5,dbscan,median,2.0,390,-31.983862362865068,117.4070359377549
2.3,879.9,1,3,4,0.2,712.0,2.3,3.0,3.3,1.0,5,dbscan,median,2.0,391,-31.87604660862656,117.36274110652248
2.3,948.2,2,3,5,0.4,923.0,2.3,2.7,3.1,1.0,5,dbscan,median,2.0,392,-31.950421443833942,117.68643658806472
2.3,908.7,1,4,5,0.2,790.9,2.3,3.8,4.4,1.0,5,dbscan,median,2.0,393,-31.93316560185185,117.80208145585316
2.2,853.9,1,4,5,0.2,690.4,2.2,3.4,4.7,1.0,5,dbscan,median,2.0,394,-31.678974526385073,117.34181660323183
2.2,912.4,1,4,5,0.2,760.8,2.2,2.9,3.3,1.0,5,dbscan,median,2.0,395,-33.004453894408144,116.91408389461536
2.2,945.2,1,4,5,0.2,876.3,2.2,3.3,4.3,1.0,5,dbscan,median,2.0,396,-32.27812240740741,117.19631011574072
2.2,995.3,1,4,5,0.2,951.5,2.2,2.8,3.3,1.0,5,dbscan,median,2.0,397,-31.964157453013257,117.56667331876127
2.2,876.9,2,3,5,0.4,472.9,2.2,3.2,4.0,1.0,5,dbscan,median,2.0,398,-31.730557516491444,116.9944002666976
2.2,993.2,1,4,5,0.2,977.7,2.2,2.8,3.2,1.0,5,dbscan,median,2.0,399,-31.674438776678222,117.43829962978484
2.2,956.4,1,4,5,0.2,925.6,2.2,3.1,3.6,1.0,5,dbscan,median,2.0,400,-32.302657368827155,116.91670077160492
2.2,878.0,1,4,5,0.2,346.3,2.2,3.1,4.5,1.0,5,dbscan,median,2.0,401,-31.880214731562702,117.15038319119556
2.1,1367.4,2,5,7,0.3,1284.9,2.2,2.8,4.0,1.0,5,dbscan,median,2.0,402,-32.46229460250583,117.11861712181735
2.1,740.4,1,4,5,0.2,697.9,2.1,3.5,4.4,1.0,5,dbscan,median,2.0,403,-32.3455798098545,117.8573610639881
2.1,916.0,1,5,6,0.2,775.2,2.1,2.8,3.5,1.0,5,dbscan,median,2.0,404,-32.587779377939455,117.02937911988988
2.0,719.1,1,4,5,0.2,559.3,2.0,3.2,4.0,1.0,5,dbscan,median,2.0,405,-32.86511475363756,117.06077272321428
